date,course,lmsc,name,meet_id,meet_url,meet_uuid
"Feb 8, 2020",SCY,OH,2020 Miami  Mardi Gras Masters Meet,20200208MardiY,https://www.usms.org/comp/meets/meet.php?MeetID=20200208MardiY,2f723b91-1408-43b0-85ba-15c43c8912a7
"Feb 8, 2020",SCY,NB,Keep it Short,20200208KIS20Y,https://www.usms.org/comp/meets/meet.php?MeetID=20200208KIS20Y,a1d7586a-c9c9-4d41-af03-ec1c0efdc1ee
"Feb 8, 2020",SCY,NE,WNE Women's Swimming Fundraiser,20200208WNESCYY,https://www.usms.org/comp/meets/meet.php?MeetID=20200208WNESCYY,0ce891a6-e651-4961-831d-1c7b66b9b50e
"Feb 8, 2020",SCY,AZ,Southern Arizona Masters Relay SCY Swim Meet,20200208RelayY,https://www.usms.org/comp/meets/meet.php?MeetID=20200208RelayY,a81a630f-d4e4-45ff-b6af-b7d03bd54340
"Feb 8, 2020",SCY,FG,2020 Love of Distance,20200208LVDISTY,https://www.usms.org/comp/meets/meet.php?MeetID=20200208LVDISTY,5d7d69c2-26c6-4c12-be1b-46d87463efc6
"Feb 7-9, 2020",SCY,SC,2020 SC SCY State Championship,20200207SCYMYBY,https://www.usms.org/comp/meets/meet.php?MeetID=20200207SCYMYBY,3cd802fc-0cd8-4e58-bdbf-f7ce5a81a927
"Feb 7-8, 2020",SCY,AR,2020 Valentine Invitational,20200208VI2020Y,https://www.usms.org/comp/meets/meet.php?MeetID=20200208VI2020Y,67a32875-df0b-4b69-a3e7-4b0138d22af1
"Feb 2, 2020",SCY,IL,2020 STCE Doug Long Memorial Super Bowl Masters Swim Meet,20200202DLSB20Y,https://www.usms.org/comp/meets/meet.php?MeetID=20200202DLSB20Y,b2224a8c-1f08-4521-93a4-78a9b3c6aeb1
"Feb 2, 2020",SCY,DV,3rd Annual Stephanie Walsh-Beilman Memorial SC Masters Meet,20200202UMLYS2Y,https://www.usms.org/comp/meets/meet.php?MeetID=20200202UMLYS2Y,5c079d62-0360-4bc8-b7d6-8b49312bbbaf
"Feb 2, 2020",SCM,PN,2020 TACM SCM Masters Meet,20200202TACMS,https://www.usms.org/comp/meets/meet.php?MeetID=20200202TACMS,69ed27d7-e018-48e9-bca7-26ee3b2e147d
"Feb 2, 2020",SCY,MI,33rd Annual “Super” Swim Meet,20200202fast20Y,https://www.usms.org/comp/meets/meet.php?MeetID=20200202fast20Y,9fafecc7-72d3-4993-a3f4-e2fe75fc0187
"Feb 2, 2020",SCY,NE,2020 Phillips Exeter Mini Meet,20200202EXETERY,https://www.usms.org/comp/meets/meet.php?MeetID=20200202EXETERY,9fddb20f-d483-4c33-91b2-2d87b8628794
"Feb 2, 2020",SCY,CT,35th Annual Groundhog Meet,20200202GRHG35Y,https://www.usms.org/comp/meets/meet.php?MeetID=20200202GRHG35Y,cf460abc-50a3-4fb7-85f2-56944151f486
